,IncRat,LTV,Purpose,Coop,Product,FedGuar,Occup,Front,Back,BoCreditScor,PropType,UPB,Portfolio_Worthy
24908,2.2463,0.71,2,2,1,0,1,0.0706,0.1497,2,7,0.13916297786720322,0
24909,0.682,0.95,1,2,1,0,1,0.2713,0.3831,3,7,0.20300402414486918,1
24910,0.9089,0.95,1,2,1,0,1,0.2241,0.4258,4,1,0.23937826961770625,1
24911,0.9995,0.74,2,2,1,0,1,0.1194,0.2967,2,1,0.12041046277665994,0
24912,2.5156,0.73,2,2,1,0,1,0.2663,0.299,4,1,0.660953722334004,1
24913,0.4353,0.95,1,2,1,0,1,0.2644,0.4052,4,1,0.10157947686116699,1
24914,0.6737,0.95,1,2,1,0,1,0.2402,0.4101,4,1,0.20728169014084508,1
24915,1.3297,0.8,1,2,1,0,1,0.1356,0.2895,4,1,0.17002012072434608,1
24916,1.5857,0.95,1,2,1,0,1,0.2278,0.2596,4,1,0.5216297786720322,1
24917,2.7137,0.79,1,2,1,0,1,0.1884,0.2509,5,1,0.7112676056338028,1
24918,0.8174,0.69,2,2,1,0,1,0.2848,0.3452,5,1,0.3209255533199195,1
24919,2.1653,0.8,2,2,1,0,1,0.2011,0.3573,4,1,0.49195171026156936,1
24920,1.3309,0.67,2,2,1,0,1,0.26,0.43,5,1,0.22635814889336014,1
24921,2.4193,0.8,2,2,1,0,1,0.1454,0.2455,3,1,0.3873239436619718,0
24922,0.6639,0.62,1,2,1,0,1,0.1933,0.3157,5,1,0.15794768611670018,1
24923,0.895,0.8,2,2,1,0,1,0.2762,0.3326,4,1,0.2891348088531187,1
24924,1.6708,0.8,2,2,1,0,1,0.0739,0.3697,4,1,0.15392354124748492,1
24925,1.635,0.68,1,2,1,0,1,0.1955,0.3325,5,1,0.3028169014084507,1
24926,1.7601,0.95,1,2,1,0,1,0.1417,0.4122,5,1,0.31136820925553316,1
24927,0.3885,0.95,1,2,1,0,1,0.2624,0.3992,5,1,0.11544265593561366,1
24928,2.2596,0.8,1,2,1,0,1,0.0735,0.1163,5,1,0.21830985915492956,1
24929,0.5399,0.69,2,2,1,0,1,0.3262,0.3534,4,1,0.1639839034205231,1
24930,1.3636,0.8,1,2,1,0,1,0.24,0.29,5,1,0.3953722334004024,1
24931,0.9146,0.95,1,2,1,0,1,0.2059,0.3302,5,1,0.24255533199195173,1
24932,1.7576,0.79,1,2,1,0,1,0.2672,0.2785,5,1,0.5804828973843058,1
24933,1.2863,0.73,2,2,1,0,1,0.1119,0.2377,3,1,0.18812877263581484,0
24934,1.4874,0.77,2,2,1,0,1,0.161,0.1668,4,1,0.4436619718309859,1
24935,1.9099,0.7,2,2,1,0,1,0.1543,0.2429,4,1,0.35915492957746475,1
24936,2.0352,0.5,2,2,1,0,1,0.3134,0.3206,5,1,0.6810865191146881,1
24937,1.9657,0.71,2,2,1,0,1,0.1201,0.27699999999999997,4,1,0.6267605633802816,1
24938,1.9280000000000002,0.76,2,2,1,0,1,0.115,0.2155,5,1,0.37927565392354123,1
24939,1.0213,0.8,1,2,1,3,1,0.1611,0.3802,5,1,0.26909657947686116,1
24940,0.8927,0.8,1,2,1,3,1,0.1697,0.3794,3,1,0.24996378269617703,1
24941,0.6403,0.8,1,2,1,3,1,0.0663,0.0928,4,1,0.02858350100603621,1
24942,0.6858,0.8,1,2,1,3,1,0.2247,0.3092,3,1,0.24272233400402415,1
24943,2.0187,0.67,2,2,1,0,1,0.0725,0.1559,4,1,0.1498993963782696,1
24944,0.3647,0.52,2,2,1,0,1,0.316,0.3277,5,1,0.12776659959758552,1
24945,0.6869,0.8,1,2,1,0,1,0.0741,0.1742,3,1,0.030430583501006032,1
24946,1.2319,0.67,1,2,1,0,1,0.2132,0.4161,5,1,0.17806841046277666,1
24947,0.6138,0.8,1,2,1,0,1,0.2623,0.2623,3,1,0.24728370221327967,1
24948,1.0176,0.73,2,2,1,0,1,0.2392,0.3514,3,1,0.2925271629778672,0
24949,0.4667,0.8,1,2,1,0,1,0.122,0.21899999999999997,2,1,0.049295774647887314,0
24950,0.7762,0.6,2,2,1,0,1,0.2999,0.365,5,1,0.19969818913480886,1
24951,1.1391,0.78,2,2,1,0,1,0.2458,0.3201,5,1,0.5241448692152917,1
24952,0.8555,0.73,2,2,1,0,1,0.1032,0.3844,5,1,0.09054325955734406,1
24953,0.7328,0.8,1,2,1,3,1,0.1535,0.4093,2,1,0.11408450704225352,0
24954,1.2375,0.8,2,2,1,0,1,0.1487,0.2879,4,1,0.2311871227364185,1
24955,1.7219,0.68,2,2,1,0,1,0.23,0.4254,4,1,0.8158953722334004,1
24956,1.2889,0.69,2,2,1,0,1,0.1409,0.2507,5,1,0.20120724346076457,1
24957,1.4921,0.8,1,2,1,0,1,0.2212,0.3766,2,1,0.45171026156941646,0
24958,1.5242,0.67,1,2,1,0,1,0.06,0.19,5,1,0.057344064386317894,1
24959,1.2725,0.8,2,2,1,0,1,0.05,0.16,4,1,0.05895372233400402,1
24960,0.5527,0.8,1,2,1,3,1,0.13,0.13,5,1,0.10080482897384305,1
24961,1.1509,0.7,2,2,1,0,1,0.08,0.21,4,1,0.06740442655935613,1
24962,0.7226,0.8,1,2,1,0,1,0.14,0.16,5,1,0.07183098591549295,1
24963,1.8744,0.71,2,2,1,0,1,0.14,0.39,4,1,0.27132796780684104,1
24964,1.9658,0.9,1,2,1,0,1,0.1234,0.2947,2,1,0.28470824949698187,0
24965,0.8211,0.67,2,2,1,0,1,0.09,0.34,5,1,0.03782696177062374,1
24966,1.0434,0.8,1,2,1,3,1,0.11,0.35,4,1,0.12756740442655934,1
24967,1.9657,0.8,1,2,1,0,1,0.08,0.14,5,1,0.4014084507042253,1
24968,1.3163,0.58,2,2,1,0,1,0.06,0.22,4,1,0.060965794768611664,1
24969,0.8283,0.95,1,2,1,0,1,0.09,0.16,4,1,0.053319919517102604,1
24970,1.8583,0.67,2,2,1,0,1,0.05,0.13,5,1,0.04738430583501005,1
24971,1.0276,0.66,1,2,1,0,1,0.3685,0.4174,5,1,0.5392354124748491,1
24972,1.3564,0.75,2,2,1,0,1,0.2409,0.3304,3,7,0.5402414486921528,0
24973,0.9546,0.8,1,2,1,0,1,0.1695,0.3611,4,1,0.2078470824949698,1
24974,1.855,0.6,1,2,1,0,1,0.1783,0.1852,5,1,0.32696177062374243,1
24975,2.1208,0.8,1,2,1,0,1,0.1069,0.2085,4,1,0.2859154929577465,1
24976,1.9657,0.67,1,2,1,0,1,0.03,0.15,5,1,0.21830985915492956,1
24977,1.6713,0.6,2,2,1,0,1,0.1645,0.2368,4,1,0.23239436619718307,1
24978,0.7214,0.67,2,2,1,0,1,0.1665,0.2537,5,1,0.1378269617706237,1
24979,0.3288,0.77,2,2,1,0,1,0.2303,0.29600000000000004,4,1,0.10563380281690139,1
24980,1.489,0.75,2,2,1,0,1,0.2373,0.3837,5,1,0.5804828973843058,1
24981,0.7008,0.67,2,2,1,0,1,0.2773,0.2921,4,1,0.18410462776659958,1
24982,0.8136,0.8,2,2,1,0,1,0.2718,0.3168,5,1,0.37927565392354123,1
24983,1.5052,0.64,2,2,1,0,1,0.2197,0.4143,4,1,0.25653923541247486,1
24984,0.7947,0.8,2,2,1,0,1,0.1373,0.2725,5,1,0.1668008048289738,1
24985,1.9657,0.8,1,2,1,0,1,0.0948,0.1528,3,1,0.6513078470824949,1
24986,0.5817,0.73,2,2,1,0,1,0.3078,0.4464,2,1,0.23843058350100604,0
24987,0.4413,0.99,1,2,1,3,1,0.1478,0.1748,5,1,0.05870221327967806,1
24988,1.0102,0.8,2,2,1,0,1,0.2362,0.28300000000000003,4,1,0.27464788732394363,1
24989,1.1347,0.8,2,2,1,0,1,0.2401,0.2842,5,1,0.3169014084507042,1
24990,1.5476,0.8,2,2,1,0,1,0.1378,0.3313,3,1,0.3051991951710261,0
24991,1.0409,0.67,1,2,1,0,1,0.1416,0.2091,5,1,0.09758551307847081,1
24992,0.8794,0.74,2,2,1,0,1,0.0015,0.2228,4,1,0.14587525150905434,1
24993,1.4878,0.67,2,2,1,0,1,0.0886,0.1977,5,1,0.09758551307847081,1
24994,1.2947,0.78,2,2,1,0,1,0.1944,0.3235,5,1,0.38873239436619716,1
24995,1.35,0.8,1,2,1,0,1,0.1504,0.299,4,1,0.22313883299798792,1
24996,0.6745,0.8,1,2,1,0,1,0.2589,0.3738,4,1,0.19738430583501004,1
24997,1.0896,0.59,2,2,1,0,1,0.2309,0.3111,5,1,0.25251509054325955,1
24998,3.3018,0.89,2,2,1,0,1,0.1871,0.2763,4,1,0.7012072434607646,1
24999,0.7396,0.93,1,2,1,0,1,0.2354,0.2483,4,1,0.2736418511066398,1
25000,1.7194,0.9,1,2,1,0,1,0.1533,0.3193,4,1,0.3607645875251509,1
25001,0.8088,0.68,2,2,1,0,1,0.2738,0.4059,5,1,0.22736418511066397,1
25002,0.4173,0.82,2,2,1,0,1,0.2603,0.4095,5,1,0.22466800804828974,1
25003,1.9657,0.8,2,2,1,0,1,0.0603,0.1622,4,1,0.5804828973843058,1
25004,0.5238,0.8,1,2,1,0,1,0.2077,0.4228,2,1,0.08470824949698189,0
25005,3.0674,0.8,2,2,1,0,1,0.1205,0.2212,3,1,0.33259557344064383,0
25006,2.0199,0.79,2,2,1,0,1,0.1539,0.2789,5,1,0.37927565392354123,1
25007,1.409,0.56,2,2,1,0,1,0.1847,0.191,5,1,0.272635814889336,1
25008,2.8045,0.8,2,2,1,0,1,0.1857,0.2527,5,1,0.5611670020120724,1
25009,2.6735,0.8,2,2,1,0,1,0.2294,0.4039,3,1,0.7816901408450704,0
25010,1.6631,0.8,2,2,1,0,1,0.29,0.32,5,1,0.6609657947686116,1
25011,1.4879,0.8,2,2,1,0,1,0.2042,0.37200000000000005,5,1,0.4275653923541247,1
25012,1.0167,0.67,2,2,1,0,1,0.3001,0.3052,5,1,0.3511066398390342,1
25013,2.4272,0.62,2,2,1,0,1,0.0944,0.2333,4,1,0.2887323943661972,1
25014,0.5838,0.67,1,2,1,0,1,0.212,0.2848,4,1,0.08752515090543259,1
25015,1.5755,0.65,1,2,1,0,2,0.1597,0.3412,5,11,0.33903420523138833,1
25016,1.1812,0.8,1,2,1,3,1,0.1444,0.2683,4,1,0.1816881287726358,1
25017,1.7775,0.5,2,2,1,0,1,0.11,0.18,2,1,0.21026156941649898,0
25018,1.0961,0.8,1,2,1,3,1,0.0975,0.3493,5,1,0.12582494969818914,1
25019,1.3207,0.73,2,2,1,0,1,0.1479,0.1718,5,1,0.16957746478873237,1
25020,1.3553,0.74,2,2,1,0,1,0.0882,0.2508,4,1,0.10362173038229376,1
25021,1.9657,0.77,2,2,1,0,1,0.1036,0.1456,5,1,0.5301810865191147,1
25022,1.9273,0.8,2,2,1,0,1,0.1345,0.2193,5,1,0.5386317907444668,1
25023,0.6328,0.63,1,2,1,0,1,0.1423,0.4137,3,1,0.10764587525150905,1
25024,1.9657,0.78,2,2,1,0,1,0.1396,0.2311,4,1,0.8158953722334004,1
25025,1.001,0.8,1,2,1,0,1,0.2445,0.3446,3,1,0.35030181086519113,1
25026,1.6294,0.77,2,2,1,0,1,0.2695,0.4077,5,1,0.4758551307847082,1
25027,1.6401,0.67,2,2,1,0,1,0.11900000000000001,0.2123,3,1,0.210225352112676,0
25028,0.6167,0.75,2,2,1,0,1,0.28,0.2997,5,1,0.25251509054325955,1
25029,1.3607,0.61,1,2,1,0,1,0.11,0.2,2,1,0.2283702213279678,0
25030,1.5217,0.55,2,2,1,0,1,0.0496,0.3121,3,1,0.03702213279678068,0
25031,0.7447,0.8,1,2,1,3,1,0.1538,0.3221,3,1,0.09470221327967805,1
25032,1.7311,0.8,2,2,1,0,1,0.1584,0.2883,5,1,0.41951710261569414,1
25033,1.4122,0.79,2,2,1,0,1,0.1226,0.3144,4,1,0.22313883299798792,1
25034,1.8369,0.9,2,2,1,0,1,0.1654,0.2749,5,1,0.49295774647887325,1
25035,1.9657,0.52,2,2,1,0,2,0.027999999999999997,0.027999999999999997,5,1,0.10764587525150905,1
25036,0.8819,0.95,1,2,1,0,1,0.2117,0.35700000000000004,4,1,0.23490945674044267,1
25037,1.9004,0.8,1,2,1,0,1,0.1349,0.3141,5,1,0.2545271629778672,1
25038,0.3933,0.8,1,2,1,0,1,0.1519,0.3272,5,1,0.062173038229376254,1
25039,2.7595,0.8,1,2,1,0,1,0.2008,0.3044,4,1,0.5410462776659959,1
25040,1.4168,0.8,1,2,1,0,1,0.2905,0.3046,5,1,0.6142857142857142,1
25041,0.4448,0.8,1,2,1,0,1,0.1792,0.384,3,1,0.08148893360160965,1
25042,0.5051,0.8,2,2,1,0,1,0.2299,0.4225,5,1,0.11770623742454726,1
25043,1.2489,0.78,2,2,1,0,1,0.1399,0.2336,5,1,0.18812877263581484,1
25044,2.0755,0.8,2,2,1,0,1,0.1915,0.3378,4,1,0.6336016096579477,1
25045,1.1396,0.8,1,2,1,0,1,0.2118,0.2316,5,1,0.3181086519114688,1
25046,1.9337,0.87,1,2,1,0,1,0.1218,0.3634,4,1,0.24647887323943662,1
25047,2.199,0.71,2,2,1,0,1,0.1237,0.35600000000000004,5,1,0.2283702213279678,1
25048,1.9657,0.8,1,2,1,0,1,0.106,0.1679,5,1,0.7977867203219315,1
25049,3.0258,0.8,2,2,1,0,1,0.1391,0.2012,5,1,0.5643863179074446,1
25050,2.0405,0.61,2,2,1,0,1,0.1284,0.2745,5,1,0.369215291750503,1
25051,1.9657,0.8,1,2,1,0,1,0.0513,0.18100000000000002,5,11,0.1329979879275654,1
25052,1.6845,0.8,2,2,1,0,1,0.1834,0.3548,4,1,0.49195171026156936,1
25053,1.4097,0.8,1,2,1,0,1,0.16,0.37,5,1,0.2505030181086519,1
25054,0.7855,0.8,2,2,1,0,1,0.2094,0.313,5,1,0.17806841046277666,1
25055,1.751,0.53,2,2,1,0,1,0.1016,0.2867,3,1,0.14386317907444668,0
25056,1.8667,0.8,2,2,1,0,1,0.1832,0.3656,3,1,0.39794768611670017,0
25057,1.9657,0.67,2,2,1,0,1,0.0993,0.1119,5,1,0.5090543259557344,1
25058,1.7891,0.62,1,2,1,0,1,0.1251,0.2516,5,1,0.2686116700201207,1
25059,1.3619,0.76,2,2,1,0,1,0.2248,0.2337,5,1,0.4649899396378269,1
25060,1.3615,0.85,2,2,1,0,1,0.1984,0.2908,4,1,0.34456740442655936,1
25061,0.8044,0.8,1,2,1,0,1,0.1241,0.2227,5,1,0.11529175050301808,1
25062,3.4225,0.74,2,2,1,0,1,0.111,0.4485,4,1,0.6234607645875251,1
25063,1.7765,0.67,2,2,1,0,1,0.11,0.1128,5,1,0.12776659959758552,1
25064,1.5562,0.8,2,2,1,0,1,0.0796,0.2672,4,1,0.15875251509054322,1
25065,2.5568,0.62,1,2,1,0,1,0.0635,0.0831,5,1,0.22032193158953722,1
25066,0.8103,0.8,1,2,1,0,1,0.1788,0.3663,5,1,0.17806841046277666,1
25067,0.9309,0.8,1,2,1,0,1,0.19,0.26,5,1,0.22635814889336014,1
25068,1.4102,0.71,2,2,1,0,1,0.1146,0.2224,4,1,0.22538229376257546,1
25069,0.9840000000000001,0.8,1,2,1,3,1,0.2443,0.2588,3,1,0.2639034205231388,1
25070,1.084,0.8,2,2,1,0,1,0.2671,0.3726,4,1,0.4420523138832998,1
25071,0.6399,0.78,2,2,1,0,1,0.2133,0.3439,4,1,0.18812877263581484,1
25072,0.9375,0.8,1,2,1,0,1,0.1499,0.2804,5,1,0.17002012072434608,1
25073,0.9575,0.71,2,2,1,0,1,0.13699999999999998,0.1532,5,1,0.14587525150905434,1
25074,0.8387,0.64,2,2,1,0,1,0.1583,0.3377,5,1,0.2576317907444668,1
25075,1.6259,0.76,2,2,1,0,1,0.1882,0.2284,5,1,0.5241448692152917,1
25076,0.5294,0.55,2,2,1,0,1,0.191,0.2574,5,1,0.11368209255533197,1
25077,2.3324,0.72,2,2,1,0,1,0.0876,0.242,4,1,0.25855130784708247,1
25078,2.0559,0.95,1,2,1,0,1,0.0664,0.2087,5,1,0.12977867203219312,1
25079,1.3575,0.76,2,2,1,0,1,0.1179,0.2177,5,1,0.20623742454728367,1
25080,1.7528,0.79,2,2,1,0,1,0.1966,0.2658,5,1,0.5,1
25081,0.716,0.63,1,2,1,0,1,0.1768,0.2051,5,1,0.12877263581488935,1
25082,1.9657,0.79,2,2,1,0,1,0.0654,0.2153,4,1,0.7816901408450704,1
25083,2.648,0.8,2,2,1,0,1,0.1437,0.3648,3,1,0.49195171026156936,0
25084,0.9614,0.8,2,2,1,0,1,0.2255,0.3585,4,1,0.2878269617706237,1
25085,1.9657,0.8,2,2,1,0,1,0.0906,0.3161,4,1,0.38249496981891346,1
25086,1.435,0.8,2,2,1,0,1,0.1637,0.3989,4,1,0.23440643863179073,1
25087,1.4873,0.8,4,2,1,0,1,0.2491,0.3974,5,1,0.6510140845070422,1
25088,1.575,0.8,2,2,1,0,1,0.24,0.2963,5,1,0.7655935613682092,1
25089,0.9499,0.8,1,2,1,3,1,0.131,0.3282,2,1,0.10720523138832998,0
25090,0.4911,0.8,1,2,1,3,1,0.16,0.35,2,1,0.0523199195171026,0
25091,0.8607,0.8,1,2,1,3,1,0.1,0.22,2,1,0.07263581488933601,0
25092,0.9471,0.67,2,2,1,0,1,0.06,0.06,5,1,0.05210060362173037,1
25093,0.6058,0.8,1,2,1,3,1,0.33,0.37,4,1,0.32372837022132794,1
25094,1.2277,0.95,1,2,1,0,1,0.13,0.34,4,1,0.14507042253521124,1
25095,0.4539,0.8,1,2,1,0,1,0.17,0.38,5,1,0.03722334004024144,1
25096,2.3924,0.95,1,2,1,0,1,0.06,0.27,4,1,0.13933601609657947,1
25097,1.6301,0.8,2,2,1,0,1,0.1021,0.2133,5,1,0.21026156941649898,1
25098,1.7135,0.79,2,2,1,0,1,0.1258,0.3185,3,1,0.23038229376257546,0
25099,0.6864,0.95,1,2,1,1,1,0.18899999999999997,0.3728,2,1,0.19617706237424548,0
25100,0.9149,0.5,2,2,1,0,1,0.2618,0.3305,5,1,0.15794768611670018,1
25101,0.44,0.67,2,2,1,1,1,0.1681,0.1681,2,1,0.04728370221327967,0
25102,0.613,0.8,1,2,1,2,1,0.191,0.3419,5,1,0.137579476861167,1
25103,1.4237,0.78,2,2,1,0,1,0.0974,0.3565,4,1,0.16800804828973842,1
25104,0.3956,0.79,1,2,1,0,1,0.1483,0.1632,4,1,0.047887323943661964,1
25105,1.5013,0.9,2,2,1,0,1,0.1435,0.2751,4,1,0.3173038229376257,1
25106,2.0279,0.78,2,2,1,0,1,0.2796,0.3238,5,1,0.8158953722334004,1
25107,1.3274,0.92,1,2,1,0,1,0.2197,0.3276,5,1,0.4295774647887324,1
25108,0.5918,0.95,1,2,1,0,1,0.1994,0.3082,5,1,0.13742454728370218,1
25109,1.9657,0.8,1,2,1,0,1,0.0919,0.3173,4,1,0.4774647887323943,1
25110,1.9579,0.79,2,2,1,0,1,0.33,0.35,4,1,0.8158953722334004,1
25111,1.1037,0.95,1,2,1,0,1,0.0873,0.3892,3,1,0.10492957746478872,1
25112,2.4726,0.67,2,2,1,0,1,0.1068,0.2431,5,1,0.23843058350100604,1
25113,1.2372,0.53,2,2,1,0,1,0.2032,0.3727,5,1,0.14587525150905434,1
25114,0.4994,0.8,2,2,1,0,1,0.2261,0.4166,4,1,0.17002012072434608,1
25115,2.636,0.8,2,2,1,0,1,0.1321,0.2478,2,1,0.3470824949698189,0
25116,2.3009,0.72,2,2,1,0,1,0.2307,0.3384,4,1,0.6006036217303823,1
25117,1.9649,0.8,1,2,1,0,1,0.2222,0.2304,5,7,0.5957746478873239,1
25118,1.1598,0.78,2,2,1,0,1,0.3361,0.3809,3,1,0.4698189134808853,0
25119,1.7419,0.79,2,2,1,0,1,0.1026,0.2459,3,1,0.20676861167002009,0
25120,0.9157,0.67,2,2,1,0,1,0.1533,0.2387,3,1,0.09356136820925552,0
25121,1.0513,0.8,2,2,1,0,1,0.193,0.3905,3,1,0.18933601609657946,0
25122,1.1664,0.8,1,2,1,0,1,0.1623,0.2975,5,1,0.17645875251509052,1
25123,1.4198,0.8,2,2,1,0,1,0.21100000000000002,0.3526,5,1,0.5160965794768612,1
25124,2.006,0.73,2,2,1,0,1,0.24,0.36,5,1,0.5804828973843058,1
25125,1.8794,0.8,2,2,1,0,1,0.133,0.16899999999999998,5,1,0.5160965794768612,1
25126,1.1373,0.63,1,2,1,0,1,0.1088,0.35,4,7,0.2162977867203219,1
25127,0.8813,0.9,1,2,1,0,1,0.1394,0.3044,5,1,0.13259557344064388,1
25128,1.0497,0.79,2,2,1,0,1,0.1513,0.2523,4,1,0.23038229376257546,1
25129,2.6555,0.6,1,2,1,0,1,0.0589,0.1467,5,1,0.1378269617706237,1
25130,1.0925,0.71,2,2,1,0,1,0.1376,0.2418,5,1,0.21428571428571425,1
25131,1.7521,0.74,2,2,1,0,1,0.1481,0.3451,3,1,0.28672032193158953,0
25132,1.4675,0.8,1,2,1,0,1,0.124,0.174,2,1,0.2682092555331992,0
25133,0.8159,0.67,1,2,1,3,1,0.1663,0.2226,4,1,0.13824144869215288,1
25134,1.4874,0.74,2,2,1,0,2,0.0968,0.2897,5,1,0.3913480885311871,1
25135,2.5951,0.8,1,2,1,0,1,0.1551,0.2703,5,1,0.4356136820925553,1
25136,1.1073,0.72,2,2,1,0,1,0.1959,0.4155,5,1,0.26418511066398387,1
25137,2.4619999999999997,0.76,1,2,1,0,1,0.1386,0.1798,5,1,0.6408450704225351,1
25138,1.1189,0.8,1,2,1,3,1,0.2075,0.2267,4,1,0.29010060362173035,1
25139,1.9357,0.8,2,2,1,0,1,0.1841,0.43799999999999994,5,1,0.5885311871227363,1
25140,0.9294,0.8,1,2,1,0,1,0.1358,0.1776,5,1,0.10321931589537221,1
25141,0.7564,0.56,2,2,1,0,1,0.3654,0.3827,4,1,0.3421629778672032,1
25142,1.9657,0.71,2,2,1,0,1,0.0842,0.1534,3,1,0.7766599597585513,0
25143,1.8495,0.8,2,2,1,0,1,0.2695,0.3581,4,1,0.6529175050301811,1
25144,0.9902,0.67,2,2,1,0,1,0.2982,0.3313,5,1,0.28169014084507044,1
25145,1.4780000000000002,0.8,1,2,1,0,1,0.1821,0.2935,5,1,0.22619718309859155,1
25146,0.7552,0.79,2,2,1,0,1,0.1368,0.3591,3,1,0.10362173038229376,0
25147,0.6459999999999999,0.8,1,2,1,0,1,0.1222,0.3678,5,1,0.06056338028169013,1
25148,1.2418,0.59,2,2,1,0,1,0.1198,0.2303,4,1,0.1579718309859155,1
25149,1.9657,0.8,1,2,1,0,1,0.0525,0.3168,4,1,0.19899396378269618,1
25150,1.9657,0.75,2,2,1,0,1,0.14,0.25,4,1,0.5100603621730382,1
25151,0.981,0.8,2,2,1,0,1,0.09,0.41,3,1,0.09758551307847081,0
25152,0.5284,0.8,1,2,1,0,1,0.19,0.34,4,1,0.11046277665995975,1
25153,1.2861,0.79,2,2,1,0,1,0.08,0.15,4,1,0.1033199195171026,1
25154,1.2265,0.67,2,2,1,0,1,0.09,0.3,4,1,0.12273641851106638,1
25155,1.2378,0.8,2,2,1,0,1,0.1805,0.2756,4,1,0.30764587525150905,1
25156,1.2771,0.63,2,2,1,0,1,0.1532,0.2737,5,1,0.30482897384305835,1
25157,3.1186,0.72,2,2,1,0,1,0.1257,0.348,5,1,0.4557344064386318,1
25158,0.8688,0.8,1,2,1,0,1,0.1737,0.4255,5,1,0.17726358148893356,1
25159,0.7185,0.76,2,2,1,0,1,0.2989,0.4215,4,1,0.28470824949698187,1
25160,2.0857,0.8,1,2,1,0,1,0.1752,0.2116,5,1,0.527364185110664,1
25161,0.8261,0.79,2,2,1,0,1,0.1835,0.2332,5,1,0.21428571428571425,1
25162,2.5534,0.79,2,2,1,0,1,0.0619,0.0956,5,1,0.23843058350100604,1
25163,0.5912,0.67,2,2,1,0,1,0.1376,0.3155,4,1,0.08560362173038229,1
25164,2.3023,0.8,1,2,1,0,1,0.1289,0.41700000000000004,3,1,0.34527162977867204,1
25165,1.1683,0.73,2,2,1,0,1,0.2145,0.3891,4,1,0.29597585513078467,1
25166,3.2293,0.8,2,2,1,0,1,0.1274,0.2211,5,1,0.7494969818913481,1
25167,1.6728,0.8,2,2,1,0,1,0.08900000000000001,0.2484,5,1,0.18933601609657946,1
25168,0.5278,0.67,2,2,1,0,1,0.1634,0.2149,5,1,0.05130784708249496,1
25169,0.9888,0.8,1,2,1,0,1,0.1128,0.2038,5,1,0.21830985915492956,1
25170,2.4163,0.8,2,2,1,0,1,0.0902,0.1797,5,1,0.18812877263581484,1
25171,1.9819,0.8,2,2,1,0,1,0.1447,0.1703,5,1,0.3647987927565392,1
25172,0.9401,0.79,2,2,1,0,1,0.2681,0.3591,4,1,0.3249496981891348,1
25173,0.6851,0.8,2,2,1,0,1,0.33,0.43,3,1,0.25855130784708247,0
25174,1.7825,0.57,2,2,1,0,1,0.0804,0.2368,4,1,0.12977867203219312,1
25175,2.1339,0.66,2,2,1,0,1,0.1228,0.2058,5,1,0.3963782696177062,1
25176,0.6968,0.8,2,2,1,0,1,0.2506,0.3535,4,1,0.3044265593561368,1
25177,0.6686,0.8,2,2,1,0,1,0.2651,0.408,4,1,0.1619718309859155,1
25178,1.2002,0.66,2,2,1,0,1,0.2671,0.3677,4,1,0.4668008048289738,1
25179,0.5624,0.87,2,2,1,0,1,0.3025,0.3025,4,1,0.20020120724346074,1
25180,3.1196,0.8,1,2,1,0,1,0.0818,0.3447,4,1,0.2907444668008048,1
25181,3.4922,0.76,2,2,1,0,1,0.1346,0.174,5,1,0.8158953722334004,1
25182,1.8226,0.95,1,2,1,0,1,0.1644,0.3349,4,1,0.4050301810865191,1
25183,1.4593,0.79,2,2,1,0,1,0.1461,0.3418,4,1,0.23843058350100604,1
25184,2.9191,0.8,2,2,1,0,1,0.1465,0.1736,5,1,0.37927565392354123,1
25185,0.6741,0.76,1,2,1,0,1,0.3339,0.4,2,1,0.3434607645875251,0
25186,0.7091,0.7,1,2,1,0,1,0.19399999999999998,0.2061,5,1,0.23843058350100604,1
25187,2.0807,0.8,2,2,1,0,1,0.2006,0.3744,3,1,0.6609657947686116,0
25188,0.8590000000000001,0.95,1,2,1,0,1,0.2281,0.3794,4,1,0.24849094567404428,1
25189,2.4863,0.67,2,2,1,0,1,0.094,0.10300000000000001,5,1,0.25702012072434605,1
25190,1.004,0.8,1,2,1,0,1,0.1516,0.2042,5,1,0.20945674044265594,1
25191,2.9046,0.8,1,2,1,0,1,0.1861,0.2414,3,1,0.5867605633802816,1
25192,2.5582,0.8,2,2,1,0,1,0.1559,0.1953,5,1,0.5724346076458752,1
25193,0.8436,0.71,2,2,1,0,1,0.134,0.1536,2,1,0.09727565392354123,0
25194,1.6687,0.65,2,2,1,0,1,0.1094,0.2349,5,1,0.3249496981891348,1
25195,1.3128,0.8,2,2,1,0,1,0.1589,0.2191,5,1,0.31569416498993963,1
25196,0.6378,0.75,1,2,1,0,1,0.1909,0.2867,2,11,0.1879275653923541,0
25197,0.2986,0.49,2,2,1,0,1,0.2929,0.3624,3,1,0.09959758551307846,0
25198,1.5834,0.72,2,2,1,0,1,0.2121,0.3269,5,1,0.5140845070422535,1
25199,1.1804,0.67,2,2,1,0,1,0.2146,0.28600000000000003,5,1,0.32696177062374243,1
25200,2.3516,0.8,2,2,1,0,1,0.1467,0.2896,5,1,0.41951710261569414,1
25201,2.4326,0.8,2,2,1,0,1,0.1765,0.2348,4,1,0.5643863179074446,1
25202,0.8854,0.8,2,2,1,0,1,0.2831,0.4141,4,1,0.34225352112676055,1
25203,1.4872,0.75,2,2,1,0,1,0.1274,0.3323,5,1,0.2984164989939638,1
25204,1.1266,0.54,2,2,1,0,1,0.1144,0.2711,4,1,0.1498993963782696,1
